customer_key,customer_name,industry,vertical,address,city,state,zip
861,Librairie Gallimard - Nantes,Grossiste,Distribution,293 avenue du Livre,Nantes,44,58864
862,Librairie Gibert - Strasbourg,Ecole,Education,62 avenue du Livre,Strasbourg,67,75803
863,Fnac Livres - Lille,Universite,Education,27 avenue du Livre,Lille,59,33507
864,Cultura - Rennes,Mediatheque,Institutionnel,115 avenue du Livre,Rennes,35,77603
865,Librairie Mollat - Grenoble,Librairie,Librairie,24 avenue du Livre,Grenoble,38,62550
866,Librairie Decitre - Rouen,Bibliotheque,Institutionnel,36 avenue du Livre,Rouen,76,70960
867,Le Furet du Nord - Tours,Grossiste,Distribution,145 avenue du Livre,Tours,37,50723
868,Librairie Kleen - Dijon,Ecole,Education,168 avenue du Livre,Dijon,21,21322
869,Librairie Sauramps - Clermont-Ferrand,Universite,Education,284 avenue du Livre,Clermont-Ferrand,63,69866
870,Librairie Dialogues - Montpellier,Mediatheque,Institutionnel,5 avenue du Livre,Montpellier,34,58354
871,Bibliotheque Nationale - Paris,Librairie,Librairie,103 avenue du Livre,Paris,75,48219
872,BU Paris-Saclay - Lyon,Bibliotheque,Institutionnel,289 avenue du Livre,Lyon,69,49834
873,Mediatheque de Lyon - Marseille,Grossiste,Distribution,125 avenue du Livre,Marseille,13,70807
874,CDI Lycee Voltaire - Toulouse,Ecole,Education,189 avenue du Livre,Toulouse,31,87554
875,Ecole Normale Superieure - Bordeaux,Universite,Education,253 avenue du Livre,Bordeaux,33,35614
876,Grossiste Livres Express - Nantes,Mediatheque,Institutionnel,280 avenue du Livre,Nantes,44,42129
877,France Loisirs - Strasbourg,Librairie,Librairie,78 avenue du Livre,Strasbourg,67,10835
878,Chapitre.com - Lille,Bibliotheque,Institutionnel,210 avenue du Livre,Lille,59,13133
879,Leslibraires.fr - Rennes,Grossiste,Distribution,120 avenue du Livre,Rennes,35,80981
880,Amazon France - Grenoble,Ecole,Education,178 avenue du Livre,Grenoble,38,93354
881,Librairie Gallimard - Rouen,Universite,Education,5 avenue du Livre,Rouen,76,53911
882,Librairie Gibert - Tours,Mediatheque,Institutionnel,1 avenue du Livre,Tours,37,96154
883,Fnac Livres - Dijon,Librairie,Librairie,193 avenue du Livre,Dijon,21,50306
884,Cultura - Clermont-Ferrand,Bibliotheque,Institutionnel,54 avenue du Livre,Clermont-Ferrand,63,36895
885,Librairie Mollat - Montpellier,Grossiste,Distribution,272 avenue du Livre,Montpellier,34,41217
886,Librairie Decitre - Paris,Ecole,Education,215 avenue du Livre,Paris,75,74491
887,Le Furet du Nord - Lyon,Universite,Education,31 avenue du Livre,Lyon,69,28661
888,Librairie Kleen - Marseille,Mediatheque,Institutionnel,144 avenue du Livre,Marseille,13,22193
889,Librairie Sauramps - Toulouse,Librairie,Librairie,23 avenue du Livre,Toulouse,31,40339
890,Librairie Dialogues - Bordeaux,Bibliotheque,Institutionnel,267 avenue du Livre,Bordeaux,33,64140
891,Bibliotheque Nationale - Nantes,Grossiste,Distribution,191 avenue du Livre,Nantes,44,70091
892,BU Paris-Saclay - Strasbourg,Ecole,Education,44 avenue du Livre,Strasbourg,67,86122
893,Mediatheque de Lyon - Lille,Universite,Education,49 avenue du Livre,Lille,59,76247
894,CDI Lycee Voltaire - Rennes,Mediatheque,Institutionnel,69 avenue du Livre,Rennes,35,93521
895,Ecole Normale Superieure - Grenoble,Librairie,Librairie,202 avenue du Livre,Grenoble,38,19808
896,Grossiste Livres Express - Rouen,Bibliotheque,Institutionnel,291 avenue du Livre,Rouen,76,18163
897,France Loisirs - Tours,Grossiste,Distribution,223 avenue du Livre,Tours,37,96827
898,Chapitre.com - Dijon,Ecole,Education,67 avenue du Livre,Dijon,21,41034
899,Leslibraires.fr - Clermont-Ferrand,Universite,Education,150 avenue du Livre,Clermont-Ferrand,63,44208
900,Amazon France - Montpellier,Mediatheque,Institutionnel,162 avenue du Livre,Montpellier,34,61505
901,Librairie Gallimard - Paris,Librairie,Librairie,168 avenue du Livre,Paris,75,51688
902,Librairie Gibert - Lyon,Bibliotheque,Institutionnel,232 avenue du Livre,Lyon,69,45645
903,Fnac Livres - Marseille,Grossiste,Distribution,120 avenue du Livre,Marseille,13,19789
904,Cultura - Toulouse,Ecole,Education,104 avenue du Livre,Toulouse,31,27840
905,Librairie Mollat - Bordeaux,Universite,Education,300 avenue du Livre,Bordeaux,33,24283
906,Librairie Decitre - Nantes,Mediatheque,Institutionnel,80 avenue du Livre,Nantes,44,23848
907,Le Furet du Nord - Strasbourg,Librairie,Librairie,85 avenue du Livre,Strasbourg,67,68925
908,Librairie Kleen - Lille,Bibliotheque,Institutionnel,239 avenue du Livre,Lille,59,51160
909,Librairie Sauramps - Rennes,Grossiste,Distribution,209 avenue du Livre,Rennes,35,25825
910,Librairie Dialogues - Grenoble,Ecole,Education,275 avenue du Livre,Grenoble,38,56961
911,Bibliotheque Nationale - Rouen,Universite,Education,107 avenue du Livre,Rouen,76,69233
912,BU Paris-Saclay - Tours,Mediatheque,Institutionnel,158 avenue du Livre,Tours,37,70731
913,Mediatheque de Lyon - Dijon,Librairie,Librairie,136 avenue du Livre,Dijon,21,25717
914,CDI Lycee Voltaire - Clermont-Ferrand,Bibliotheque,Institutionnel,47 avenue du Livre,Clermont-Ferrand,63,30658
915,Ecole Normale Superieure - Montpellier,Grossiste,Distribution,156 avenue du Livre,Montpellier,34,89076
916,Grossiste Livres Express - Paris,Ecole,Education,21 avenue du Livre,Paris,75,38183
917,France Loisirs - Lyon,Universite,Education,168 avenue du Livre,Lyon,69,29441
918,Chapitre.com - Marseille,Mediatheque,Institutionnel,47 avenue du Livre,Marseille,13,42534
919,Leslibraires.fr - Toulouse,Librairie,Librairie,183 avenue du Livre,Toulouse,31,61936
920,Amazon France - Bordeaux,Bibliotheque,Institutionnel,263 avenue du Livre,Bordeaux,33,16416
921,Librairie Gallimard - Nantes,Grossiste,Distribution,154 avenue du Livre,Nantes,44,44100
922,Librairie Gibert - Strasbourg,Ecole,Education,90 avenue du Livre,Strasbourg,67,14073
923,Fnac Livres - Lille,Universite,Education,208 avenue du Livre,Lille,59,69270
924,Cultura - Rennes,Mediatheque,Institutionnel,285 avenue du Livre,Rennes,35,82105
925,Librairie Mollat - Grenoble,Librairie,Librairie,128 avenue du Livre,Grenoble,38,22415
926,Librairie Decitre - Rouen,Bibliotheque,Institutionnel,237 avenue du Livre,Rouen,76,23357
927,Le Furet du Nord - Tours,Grossiste,Distribution,72 avenue du Livre,Tours,37,25919
928,Librairie Kleen - Dijon,Ecole,Education,7 avenue du Livre,Dijon,21,18083
929,Librairie Sauramps - Clermont-Ferrand,Universite,Education,114 avenue du Livre,Clermont-Ferrand,63,27133
930,Librairie Dialogues - Montpellier,Mediatheque,Institutionnel,102 avenue du Livre,Montpellier,34,62505
931,Bibliotheque Nationale - Paris,Librairie,Librairie,191 avenue du Livre,Paris,75,99952
932,BU Paris-Saclay - Lyon,Bibliotheque,Institutionnel,44 avenue du Livre,Lyon,69,86326
933,Mediatheque de Lyon - Marseille,Grossiste,Distribution,133 avenue du Livre,Marseille,13,19828
934,CDI Lycee Voltaire - Toulouse,Ecole,Education,12 avenue du Livre,Toulouse,31,18450
935,Ecole Normale Superieure - Bordeaux,Universite,Education,102 avenue du Livre,Bordeaux,33,94670
936,Grossiste Livres Express - Nantes,Mediatheque,Institutionnel,228 avenue du Livre,Nantes,44,26880
937,France Loisirs - Strasbourg,Librairie,Librairie,48 avenue du Livre,Strasbourg,67,53456
938,Chapitre.com - Lille,Bibliotheque,Institutionnel,63 avenue du Livre,Lille,59,15596
939,Leslibraires.fr - Rennes,Grossiste,Distribution,237 avenue du Livre,Rennes,35,16637
940,Amazon France - Grenoble,Ecole,Education,87 avenue du Livre,Grenoble,38,85220
941,Librairie Gallimard - Rouen,Universite,Education,222 avenue du Livre,Rouen,76,61773
942,Librairie Gibert - Tours,Mediatheque,Institutionnel,255 avenue du Livre,Tours,37,13864
943,Fnac Livres - Dijon,Librairie,Librairie,196 avenue du Livre,Dijon,21,99550
944,Cultura - Clermont-Ferrand,Bibliotheque,Institutionnel,219 avenue du Livre,Clermont-Ferrand,63,32650
945,Librairie Mollat - Montpellier,Grossiste,Distribution,182 avenue du Livre,Montpellier,34,38143
946,Librairie Decitre - Paris,Ecole,Education,96 avenue du Livre,Paris,75,46042
947,Le Furet du Nord - Lyon,Universite,Education,144 avenue du Livre,Lyon,69,68459
948,Librairie Kleen - Marseille,Mediatheque,Institutionnel,77 avenue du Livre,Marseille,13,14541
949,Librairie Sauramps - Toulouse,Librairie,Librairie,126 avenue du Livre,Toulouse,31,94840
950,Librairie Dialogues - Bordeaux,Bibliotheque,Institutionnel,152 avenue du Livre,Bordeaux,33,75390
951,Bibliotheque Nationale - Nantes,Grossiste,Distribution,211 avenue du Livre,Nantes,44,82179
952,BU Paris-Saclay - Strasbourg,Ecole,Education,246 avenue du Livre,Strasbourg,67,17992
953,Mediatheque de Lyon - Lille,Universite,Education,45 avenue du Livre,Lille,59,46670
954,CDI Lycee Voltaire - Rennes,Mediatheque,Institutionnel,197 avenue du Livre,Rennes,35,27987
955,Ecole Normale Superieure - Grenoble,Librairie,Librairie,215 avenue du Livre,Grenoble,38,36143
956,Grossiste Livres Express - Rouen,Bibliotheque,Institutionnel,270 avenue du Livre,Rouen,76,42656
957,France Loisirs - Tours,Grossiste,Distribution,279 avenue du Livre,Tours,37,12559
958,Chapitre.com - Dijon,Ecole,Education,196 avenue du Livre,Dijon,21,57069
959,Leslibraires.fr - Clermont-Ferrand,Universite,Education,246 avenue du Livre,Clermont-Ferrand,63,81371
960,Amazon France - Montpellier,Mediatheque,Institutionnel,249 avenue du Livre,Montpellier,34,55093
961,Librairie Gallimard - Paris,Librairie,Librairie,290 avenue du Livre,Paris,75,75849
962,Librairie Gibert - Lyon,Bibliotheque,Institutionnel,165 avenue du Livre,Lyon,69,60905
963,Fnac Livres - Marseille,Grossiste,Distribution,139 avenue du Livre,Marseille,13,33568
964,Cultura - Toulouse,Ecole,Education,14 avenue du Livre,Toulouse,31,51795
965,Librairie Mollat - Bordeaux,Universite,Education,113 avenue du Livre,Bordeaux,33,13840
966,Librairie Decitre - Nantes,Mediatheque,Institutionnel,144 avenue du Livre,Nantes,44,17679
967,Le Furet du Nord - Strasbourg,Librairie,Librairie,242 avenue du Livre,Strasbourg,67,79393
968,Librairie Kleen - Lille,Bibliotheque,Institutionnel,184 avenue du Livre,Lille,59,86544
969,Librairie Sauramps - Rennes,Grossiste,Distribution,120 avenue du Livre,Rennes,35,30922
970,Librairie Dialogues - Grenoble,Ecole,Education,52 avenue du Livre,Grenoble,38,42487
971,Bibliotheque Nationale - Rouen,Universite,Education,124 avenue du Livre,Rouen,76,44934
972,BU Paris-Saclay - Tours,Mediatheque,Institutionnel,274 avenue du Livre,Tours,37,17328
973,Mediatheque de Lyon - Dijon,Librairie,Librairie,113 avenue du Livre,Dijon,21,85457
974,CDI Lycee Voltaire - Clermont-Ferrand,Bibliotheque,Institutionnel,199 avenue du Livre,Clermont-Ferrand,63,56504
975,Ecole Normale Superieure - Montpellier,Grossiste,Distribution,89 avenue du Livre,Montpellier,34,33081
976,Grossiste Livres Express - Paris,Ecole,Education,122 avenue du Livre,Paris,75,87662
977,France Loisirs - Lyon,Universite,Education,163 avenue du Livre,Lyon,69,57026
978,Chapitre.com - Marseille,Mediatheque,Institutionnel,15 avenue du Livre,Marseille,13,56095
979,Leslibraires.fr - Toulouse,Librairie,Librairie,291 avenue du Livre,Toulouse,31,83873
980,Amazon France - Bordeaux,Bibliotheque,Institutionnel,73 avenue du Livre,Bordeaux,33,83807
981,Librairie Gallimard - Nantes,Grossiste,Distribution,97 avenue du Livre,Nantes,44,74517
982,Librairie Gibert - Strasbourg,Ecole,Education,278 avenue du Livre,Strasbourg,67,50508
983,Fnac Livres - Lille,Universite,Education,90 avenue du Livre,Lille,59,74282
984,Cultura - Rennes,Mediatheque,Institutionnel,20 avenue du Livre,Rennes,35,21830
985,Librairie Mollat - Grenoble,Librairie,Librairie,29 avenue du Livre,Grenoble,38,40490
986,Librairie Decitre - Rouen,Bibliotheque,Institutionnel,113 avenue du Livre,Rouen,76,12612
987,Le Furet du Nord - Tours,Grossiste,Distribution,270 avenue du Livre,Tours,37,72650
988,Librairie Kleen - Dijon,Ecole,Education,1 avenue du Livre,Dijon,21,53481
989,Librairie Sauramps - Clermont-Ferrand,Universite,Education,104 avenue du Livre,Clermont-Ferrand,63,27103
990,Librairie Dialogues - Montpellier,Mediatheque,Institutionnel,175 avenue du Livre,Montpellier,34,33260
991,Bibliotheque Nationale - Paris,Librairie,Librairie,166 avenue du Livre,Paris,75,17806
992,BU Paris-Saclay - Lyon,Bibliotheque,Institutionnel,12 avenue du Livre,Lyon,69,29360
993,Mediatheque de Lyon - Marseille,Grossiste,Distribution,73 avenue du Livre,Marseille,13,24538
994,CDI Lycee Voltaire - Toulouse,Ecole,Education,270 avenue du Livre,Toulouse,31,57826
995,Ecole Normale Superieure - Bordeaux,Universite,Education,38 avenue du Livre,Bordeaux,33,58967
996,Grossiste Livres Express - Nantes,Mediatheque,Institutionnel,203 avenue du Livre,Nantes,44,86810
997,France Loisirs - Strasbourg,Librairie,Librairie,52 avenue du Livre,Strasbourg,67,54113
998,Chapitre.com - Lille,Bibliotheque,Institutionnel,155 avenue du Livre,Lille,59,52284
999,Leslibraires.fr - Rennes,Grossiste,Distribution,70 avenue du Livre,Rennes,35,30644
1000,Amazon France - Grenoble,Ecole,Education,224 avenue du Livre,Grenoble,38,93789
